title_norm,level_1,level_2
سرپرست امور پیمانکاران ومشاورین,1,12
سرپرست بخش متفرقه,1,13
رییس روابط عمومی و خدمات اجتماعی,1,12
کارشناس مسئول خدمات شهری,1,13
بخشدار مرکزی املش,1,11
سرپرست رفاه و تفریحات سالم,1,12
سرپرست سالن بسته بندی مایعات دو,1,13
سرپرست شیفت تعمیرات تابس,1,13
سرپرست حوزه علمیه,1,13
معاون خرید,1,12
معاون وزیر یا همتراز,1,11
رییس گروه نظارت بر اعزام و سیر و حرکت قطارها,1,13
مدیر بخش پرستاری,1,13
مدیر ایمنی صنعتی و بهداشت حرفه ای,1,12
معاون اداره ورزش و جوانان شهرستان اصفهان,1,13
رئیس ساخت و نصب,1,13
رئیس روابط عمومی و خدمات اجتماعی,1,12
کارشناس سه مسئول هماهنگی فروش و فروش ضایعات,1,12
رئیس اداره تحقیق توسعه محصول و خدمات ارزش افزوده,1,12
سرشیفت کارگاه برق سالن تولید,1,13
سرکارگر حمل قطعات,1,13
مسئول کارگاه تست و تحویل,1,13
مسئول کارگاه اهنگری,1,13
رئیس اداره قطعات فلزی و استاندارد,1,13
سرپرست تامین منابع مالی,1,12
سرپرست تعمیرات دیزل,1,13
سرپرست تعمیرات ماشین الات داروئی,1,13
مسئول جوشکاری ورق کاری,1,13
مسئول تعمیرات لیفتراک,1,13
معاون توسعه خدمات و کسب و کار,1,12
اداره کل راه اهن خراسان مدیر پایانه سرخس,1,13
رئیس ناحیه حسابداری صنعتی,1,12
سرشیفت کنترل حین تولید,1,13
رییس کنترل موجودی,1,12
رئیس تولید و بسته بندی گریس,1,13
رئیس خدمات بازرگانی و خرید خارج,1,12
معاون مدیر ایمنی و بهداشت,1,12
معاون مدیریت حراست,1,12
سرشیفت اتشنشان,1,13
سرپرست قسمت تعمیرات مکانیک,1,13
سرپرست معاونت بهره برداری کشاورزی نیشکری و غیر نیشکری,1,13
مسئول کارگاه آهنگری,1,13
کارشناس مسئول نظارت برامورواردات,1,12
مسئول بخش برنامه ریزی و توسعه,1,12
کارشناس و مسئول تدارکات و خدمات,1,12
سرپرست نقاشی پائین,1,13
سرپرست کل تاسیسات فنی و ساختمانی,1,13
مدیر پیگیری و پشتیبانی امور نمایندگی های فروش,1,12
مدیر نمایندگی بیمه البرز,1,12
رئیس خط تولید لوله,1,13
سرپرست سازه فلزی پشتیبانی و نوسازی,1,13
سرپرست شیفت مکانیک اکریلیک,1,13
رییس اداره امور فنی,1,13
رییس گروه بررسی وتدوین دستور العملهای بهرهبرداری نیروگاهها,1,13
مدیرعامل بانک خصوصی,1,11
رئیس اداره مهندسی متد و تکنولوژی اینتریور,1,13
رئیس دبیرخانه شورای تامین استان,1,11
رییس تعمیرات برق تاسیسات و روشنایی,1,13
مدیر ریخته گری و نورد گرم,1,13
فورمن برش کفی و تکمیل,1,13
فورمن مکانیک نورد,1,13
معاون اداره تعمیرات مکانیک تاسیسات عمومی وشیمی,1,13
معاون اجرایی تولید,1,13
سرپرست تولید fh,1,13
رییس خط تولید لوله,1,13
مدیر امور آبرسانی,1,13
رئیس اداره حقوقی و وصول مطالبات معوق,1,12
رئیس پذیرش و نگهداری مدارک پزشکی,1,13
رئیس کارگاه شیرآلات سرچاهی ماشین و مونتاژ,1,13
رئیس بخش انفورماتیک و خدمات مدیریتی بخش انفورماتیک,1,12
مدیر امور طراحی,1,13
مدیر بهداشت ایمنی و محیط زیست,1,12
مسئول خدمات عمومی و پشتیبانی,1,12
رئیس اداره نیازسنجی،برنامه ریزی و نظارت,1,12
رئیس اداره پشتیبانی و حفاظت اسناد و مدارک,1,12
سرپرست تعمیرات مکانیک دستگاه های ثابت,1,13
مدیر خرید قطعات و تجهیزات,1,12
رئیس اداره امور مشتریان ارتباطات سیار,1,12
سرپرست فنی موتورخانه,1,13
سرپرست تعمیرات سخت افزار,1,13
مدیرآموزش وروابط عمومی,1,12
سرپرست امور پشتیبانی تولید,1,13
رییس تعمیرات ونکهداری,1,13
سرپرست شیفت شب,1,13
کشیک ارشد مجتمع,1,13
کارشناس مسئول شیفت شب,1,13
مسئول نمایندگی کارخانه قند,1,12
مسئول برنامه ریزی و کنترل تعمیرات تجهیزات غیرتولیدی,1,13
رییس دبیرخانه شورای تامین استان,1,11
عضو هییت مدیره کارخانجات کمک فنر ایندامین شرکت خودروسازی,1,11
سرکارگر برک پرس ساخت قطعات,1,13
مسئول امور زیربنائی,1,13
رئیس تولید فولادسازی و نورد پیوسته سبا,1,13
رییس اداره تمرکز و حسابداری عمومی,1,12
سرپرست راهبری تولید گندله سازی,1,13
فرمنارشدتهیهخمیردندان کارباپودرایروزیل,1,13
رئیس اداره مطالعات وبررسیهای فنی,1,13
فورمن مکانیک نیروگاهها,1,13
رئیس حسابداری پروژه ها و دارایی ثابت,1,12
رییس ناحیه خدمات فنی و پشتیبانی فروش,1,12
مسئول شیفت درب سازی,1,13
مسئول شیفت و مکانیک,1,13
فرمانده قایق خدمات,1,14
رییس اداره آزمایشگاه رنگ وشیمی,1,13
معاون مدیرکل دفتر حمل و نقل و دبیرخانه شورای عالی هماهنگی ترافیک,1,11
رئیس اداره برنامه ریزی ونظارت پژوهشی,1,12
رئیس اداره تعمیرات مکانیک بویلرها و مبدلها,1,13
سرپرست امور نقلیه,1,13
مدیر ارزیابی عملکرد و انتصابات,1,12
رئیس بهبود عملکرد و برنامه ریزی آموزش,1,12
مشاور و مدیر دفتر مدیرعامل,1,11
رئیس اداره تدارکات وپشتیبانی,1,12
رئیس بخش داروخانه,1,13
سرپرستارشدتولید,1,13
سرپست رنگرزی,1,13
رئیس طراحی و مهندسی قطعات و تجهیزات,1,13
رییس تولید و بسته بندی گریس,1,13
رییس خدمات بازرگانی و خرید خارج,1,12
رییس شعبه درجه1,1,12
رییس قسمت تعمیر و نصب الکتروپمپ,1,13
سرپرست نگهداری و تعمیرات نورد سنگین,1,13
رییس اداره کیفیت قطعات و مجموعه های الکتریکی,1,13
سرپرست حفاری واتشکاری,1,13
رییس مالی و منابع انسانی,1,12
سرپرست تولید محصول فینیش,1,13
سرپرست پشتیبانی تعمیرات برق و مکانیک,1,13
مسئول کارگاه تولید,1,13
معاون امورپشتیبانی ورفاه,1,12
سرپرست فنی آزمایشگاها,1,13
مسئول وسرپرست چاپ ورنگساز,1,13
رئیس اداره رفاه و بیمه,1,12
رئیس ممیزی کیفیت,1,13
سرپرست نقاش چوب,1,13
سرپرست نوسازی و مونتاژ,1,13
فورمن دوخت,1,13
رئیس درجه دوانبار,1,12
رئیس عملیات فناوری اطلاعات,1,13
رییس تولید رینگ,1,13
رئیس بهره برداری آسیاب سیمان و بارگیرخانه,1,13
سرپرست انبار مرکزی و مجتمع,1,12
سرپرست برق واحد,1,13
شیفت فورمن نورد سنگین,1,13
معاون توسعه مدیریت و منابع اداره کل راه اهن اراک معاون مدیرکل تو,1,11
رئیس اداره عملیات,1,13
سرپرست بهره برداری بارگیرخانه,1,13
سرگروه مونتاژنهائی,1,13
سرپرست سخت افزار,1,13
سرپرست سرویس و نگهداری برق,1,13
مدیر کل دفتر بودجه نوسازی و تحول اداری,1,11
مدیرامورمهندسی,1,13
رئیس احیاء و,1,13
رئیس گروه رسیدگی,1,12
سرگروه خدمات,1,14
سرپرست امور اجرایی آموزش,1,12
سرپرست انبارهای قزوین وامورعمومی خدمات پس از فروش,1,12
رییس خطوط نهایی و تکمیل نورد گرم,1,13
رئیس اداره امور فنی,1,13
رئیس گروه بررسی وتدوین دستور العملهای بهرهبرداری نیروگاهها,1,13
سرشیفت تولیدای اس,1,13
رئیس اداره منابع اب نجف اباد تیران وکرون,1,11
رئیس اداره حراست پرسنلی و اسناد,1,12
رئیس اقتصادی,1,12
مدیرکنترل تضمین کیفیت,1,13
رئیس اداره نظارت و آزمایش و تحویل ملزومات شبکه,1,13
رئیس حفاظت و ایمنی و بهداشت کار,1,13
مامور در سطح قائم مقام مدیر,1,11
مدیر راهداری,1,13
مدیر فنی و مهندسی و تحقیق و توسعه,1,13
معاون شعبه مستقل مرکزی,1,12
معاون حقوقی امور دولت و مجلس وزیر ارتباطات و فناوری اطلاعات,1,11
رئیس اداره امور مرکز اموزشی رفاهی,1,14
رییس گروه هماهنگی اموراقتصادی,1,12
سرپرست واحد برنامه ریزی,1,12
سرپرست پذیرش و تشریفات,1,14
سرپرست کارگاه ماشینکاری و ریخته گری,1,13
قائم مقام اجرائی,1,11
مسئول بخش تولید قطعات تزریق بادی,1,13
کارشناس مسئول امور اجرائی بیمارستان,1,13
رئیس پژوهشهای الفینی و شیمیایی,1,13
سرکارگرفرزکاری,1,13
سرگروه ابزارسازی وماشین سازی,1,13
سرپرست انبار قطعات و بسته بندی و ملزومات,1,12
سرپرست شیفت پیچ سازی,1,13
رئیس ارتباطات,1,12
سرپرست ابزار سازی و قالبسازی,1,13
رییس برنامه ریزی و کنترل پروژه,1,12
سرپرست حسابداری عمومی,1,12
مدیر حوزه مدیرعامل و توسعه مدیران,1,11
مدیر ساب و بسته بندی,1,13
مدیر فروش بیمه,1,12
جانشین سرپرست تعمیرات برق,1,13
رئیس امور پشتیبانی,1,12
رئیس گروه ارتباط با مشتری و پاسخگوئی به شکایات,1,12
سر کارگر سرویسکاری,1,13
سرپرست نجاری و تکمیل کاری,1,13
کفیل سرپرست تایرسازسواری,1,13
رئیس دایره تجهیز منابع و بازاریابی,1,12
سرپرست روابط عمومی و خدمات اجتماعی,1,12
رییس گروه توسعه ورزش قهرمانی و حرفه ای,1,13
رییس گروه فنی تولید,1,13
مدیرتربیت بدنی,1,13
مدیریت تالار پذیرایی,1,14
مسئول کارگاههای آهنگری و خشنکاری,1,13
سرپرست مدیریت توسعه کسب و کار,1,12
سرپرست مقدمات مخمل,1,13
سرپرست مهمانداری,1,14
سرپرست تاسیسات فنی تعمیرگاه ها,1,13
رییس گروه برنامه ریزی وبودجه,1,12
